text,label,source
[BIST100] Sana biat ettik viop 30 shortlıyoruz.testere piysssı oluştu yukarı zik zak sonra gümmmm dimi hocam? bu dün almış bofi tam tuzak kurucu bu hafta alıcılı tutar cuma veya bir sonraki pazartesi aşagıdaki ortalamaya değdirir.,Piyasa Trend/Tahmin,eregl
[BIST100] Şimdi bist 30 12500 de 11700 e düşse 80 puan eder eee adamlar vade sonu viop 30 u 12209.5 değmeden kapadı .viop kaç 13100 de. ... bist 30 düştüğünde örnek 3 hafta sonra 12209.5 da değip viop 30 uda tamamlayacak.,Hedef Fiyat Sorgulama,eregl
[EREGL] Hem borsa hem ereğli hacimsiz yükseldi:)) bu iyi değil ama göreceğiz:)),Piyasa Trend/Tahmin,eregl
"[EREGL] Amirim çakmak için de yükseltiyorlar, Yukarı çekip oradan şohrt giriyorlar sonra aylarca vuruyorlar aşağı 32.70 e de onun için sürmüşler zaten baksana birde iyi ky avladılar bu süreçde",Piyasa Trend/Tahmin,eregl
[EREGL] aynen abi:)) genel hisseler hacümsiz yükselmiş. Çakarlarsa şaşırmam:)),Piyasa Trend/Tahmin,eregl
[EREGL] Bence ereğlinin kapatılması lazım,Genel Bilgi/Durum,eregl
[EREGL] Arsa olarak daha değerli,Genel Bilgi/Durum,eregl
[EREGL] Almayı düşünenler almayın. Zararda olanlar satmayın.,Alım-Satım Niyeti,eregl
[EREGL] bunu hiç ellemiyeceklerse çıkarsınlar bist 30 dan .bist 30 12500 olmuş hiç ışık yanmıyo alanı yok satanı yok.,Genel Bilgi/Durum,eregl
[EREGL] bunun haricinde herkes yüzde 2 nin uzerinde...çünkü hepsi borsa hisssi...bu hariç,Genel Bilgi/Durum,eregl
[EREGL] daha 24 liraya düşürmeleri için yeterince zamanları var,Piyasa Trend/Tahmin,eregl
[EREGL] şirket görünümlü içi boş balon,Genel Bilgi/Durum,eregl
[BIST100] bugün düşmez ama endeks shortculara inanılmaz kar marjı açıyorlar kaldır kaldır:)y.t.d.,Piyasa Trend/Tahmin,eregl
[BIST100] bugün yeşil mum yakacaklar belli bist 30 da haftaya cuma tahminen 12160 ya değdirirler veya pazartesi gibi y.t.d.,Hedef Fiyat Sorgulama,eregl
[BIST100] zaten bist 30 da12080 görülmek zorunda aylar geçsede nereye gidiyon:)endekste ytd,Hedef Fiyat Sorgulama,eregl
[BIST100] acba kime faydalandırmak için bu kadar kaldırdılar?kimler shortluyor zengin edecekler y.t.d.,Risk ve Haber Analizi,eregl
[EREGL] Satın satın zaten hiç yükselmeyecekmiş:))) .Öyle diyor höstadlar,Piyasa Trend/Tahmin,eregl
[BIST100] Yabancı yatırımcı 4 haftadır hisse alıyor 284 milyon dolar hisse senedi alışa gerçekleştirildi diyor televizyonda,Risk ve Haber Analizi,eregl
[BIST100] boffa bence endeksi biraz daha yukarı çekip sonra koyacak.mutlak saplayacakta ama ne zaman ?:)bir gel gel yapıp 2-3 hafta gezdirir sonra saplar;),Piyasa Trend/Tahmin,eregl
"[EREGL] 24,20 ye kitlediler hisseyi endeks artı 2 yine endeksin altında kaldı adi şirket",Genel Bilgi/Durum,eregl
[BIST100] bir ülke borsası düşün ki % 40 kazandığında dahi reel kazancın sıfır oluyor..ve buna yatırım yapanlar var..böylesini zor bulursun..,Genel Bilgi/Durum,eregl
[EREGL] Bir zamanlar 200 lira olacak diyenler vardı.Artık hayallerde küçüldü.,Genel Bilgi/Durum,eregl
[EREGL] GEÇMESİ İÇİN KAÇ LİRADA KAPATMASI GEREKİYOR,Hedef Fiyat Sorgulama,eregl
[EREGL] Bunun yapacağı aksiyon bu kadar olur,Piyasa Trend/Tahmin,eregl
[EREGL] ferdi nin dediği gibi bunlar foruma tebelleş olduğunda tarihi zirve yapıyor eregl hadi bakalım :),Piyasa Trend/Tahmin,eregl
[EREGL] 24.38 de çıkar az dinlenirim.giderse gitsin.ben çagatayı takib edecem bundan sonra;).,Alım-Satım Niyeti,eregl
[EREGL] Neyi bekliyorsun o cgu. Yeteri kadar atladın millete.,Genel Bilgi/Durum,eregl
[EREGL] Sıradışı geldiğinde her zaman hisse zirve görür. Hedef 39,Hedef Fiyat Sorgulama,eregl
"[EREGL] Çok duygulandım!artı yakmış bu hemde +1,5",Genel Bilgi/Durum,eregl
[EREGL] eregli yükselişi için önce şişenin % 23'lük makas farkını kapaması lazım eregli ile..o makası daha da açamazlar..% 25 üstündeki bir makas fonun işleyişine aykırıdır..,Risk ve Haber Analizi,eregl
[BIST100] para 2026'da da faize akacak..30-32 bandından tl'ye geçen o kadar para var ki 6 puan üstünden faiz almayanı sağlam döverler bu piyasada..,Piyasa Trend/Tahmin,eregl
[EREGL] hızlı para mal toplanırken değil toplandıktan sonra yapıılır... hele 42 cente ir insin satılan mallar yerine konsun ondan sonra bakılacak duruma..dışarıda çin içeride yüksek faiz varken eregli'yi toplayacak adam yatırım y'sinden anlamıyordur..,Risk ve Haber Analizi,eregl
"[EREGL] nerede accumilation nerede distrubition yapıldığını bilmezsen 2,5 yıldır taşırsın..en az 1 yıl daha taşımaya devam edersin...ben 42 centten sattıklarımı yerine koyarken dahi acc. devresine girmiş olmayacak kağıt..",Hedef Fiyat Sorgulama,eregl
[EREGL] 2026 için % 40 kazandıracak olsa eregli hiçbir fon yöneticisi faizden çıkıp da eregli almaya tenezzül etmez..yani mal toplamaz..mal toplamaları için % 40 üstü getiri görmeleri lazım..,Risk ve Haber Analizi,eregl
"[THY] ben eşşeklere mal satıyorum 2,5 yıldır..o yüzden bu tarz kağıtlar vazgeçilmezim..bak thy'de 300'lerde yazdıklarıma bak 9 aydır 600 bekliyorlardı şimdi 300 olsa da zararımızı çıkartsak diyorlar..300 olsa dahi % 33 faiz getirisini sanki onların parasıyla yapmamışız gibi..",Genel Bilgi/Durum,eregl
[EREGL] borsa yatay kalsa hissenin ederi bugünkü dolar değerinden 18.06 tli fon sepeti değerinden 19.18 tl'dir..eregl sat ne alırsan al stratejisine devam..faiz ve dolar en garanti yatırım..30-32 bandına kada faiz açık ara en güvenli yatırım aracı olacak..duraklama bitti çöküş başlıyor..çöküş bitip duraklama başlayacak..yükseliş ondan da sonra..2026 25'i aratacak..,Piyasa Trend/Tahmin,eregl
"[EREGL] Arkadaşlar 4 ay önce Akbank hissem vardı, hisseye bugün Ereğli ye olduğu gibi para girişi vardı ama hisse bir süre 50 / 55 bandlarında seyretti. Şimdi Ereğli de aynen durum olur mu diye düşünmüyor değilim.",Genel Bilgi/Durum,eregl
[EREGL] te kaç,Hedef Fiyat Sorgulama,eregl
[EREGL] Umarım yanılırım demiştim. Gerçektende umduğum oldu ve yanıldım. :) ben size doplayın demiştim hepiniz doplayınca herhalde bunlar birşey biliyor diye bende dopladım. Beraber battık batrsak hepimiz batacaz bu saaten sonra,Genel Bilgi/Durum,eregl
[EREGL] yok artık bu saatten sonra zik seler doblamam tadında az trade;),Alım-Satım Niyeti,eregl
"[EREGL] Günaydınlar, bu düşük işlemli günde düşüş bekleriz :) YTD :)",Piyasa Trend/Tahmin,eregl
[EREGL] Eyvallah kardeşim emeğine sağlık. yazdıklarının hepsi gerçekler. hatta bu gerçeklere göre bu fiyatlar gerçek yatırımcı için altın tepside sunulmuş fırsatlar bütünü.,Genel Bilgi/Durum,eregl
[EREGL] Bingöl-Avnik sahasında yaklaşık 550 milyon dolar yatırımla kurulan tesisin 2028 yılında devreye alınması beklenmektedir. Tesisin tam kapasiteye ulaştığında faaliyet kârına (brüt kâr) yıllık yaklaşık 200-300 milyon dolar ek katkı sağlaması öngörülmektedir.,Risk ve Haber Analizi,eregl
"[EREGL] Erdemir ve İsdemir, 2030 yılına kadar karbon emisyonlarını %25 azaltmak amacıyla toplam 3,2 milyar dolarlık bir yatırım bütçesi ayırmıştır. Sadece 2025 yılı için planlanan yeşil dönüşüm yatırım tutarı 825 milyon dolardır.",Risk ve Haber Analizi,eregl
"[EREGL] 2024 sonunda 39 dolar/ton olan ton başına FAVÖK (FVAÖK), 2025'in üçüncü çeyreğinde 68 dolar/ton seviyesine toparlanmıştır. 2026 yılı için ise toparlanmanın hızlanmasıyla ton başına FAVÖK'ün 148 dolara kadar çıkabileceği öngörülmektedir.",Piyasa Trend/Tahmin,eregl
"[EREGL] Ereğli gibi döngüsel devlerde 3-4 yıl süren yatay seyirler, döngü yukarı döndüğünde çok sert ve hızlı primlerle telafi edilir. 2026 yılı, bu devasa yatırımların operasyonel sonuçlara yansımaya başlayacağı bir geçiş yılı olacak.",Piyasa Trend/Tahmin,eregl
[EREGL] 2025'in son çeyreği itibarıyla ton başına FAVÖK rakamlarında (yaklaşık 68-70 dolar/ton) dipten dönüş sinyalleri görülüyor. Analistler 2026 yılında sektördeki toparlanmayla bu rakamın 100 dolar üzerine çıkabileceğini öngörüyor.,Piyasa Trend/Tahmin,eregl
[EREGL] Şirketin şu an içinde bulunduğu düşük kârlılık dönemi aslında dev bir dönüşümün sancısıdır. Hikayeyi ayakta tutan 3 ana direk var,Risk ve Haber Analizi,eregl
"[EREGL] Erdemir, 2025-2026 döneminde yıllık yaklaşık 700-800 milyon dolar yatırım harcaması öngörüyor. Avrupa’nın uygulayacağı Sınırda Karbon Düzenlemesi (SKDM) başladığında maliyet avantajı kazanacak.",Risk ve Haber Analizi,eregl
"[EREGL] 2027'de tam kapasite devreye girmesi beklenen bu tesis, şirketin ham madde bağımlılığını azaltacak. Kendi cevherini peletleyerek kullanması kârlılığı yukarı çekecektir.",Risk ve Haber Analizi,eregl
"[EREGL] Sivas'taki altın keşfiyle ilgili rezerv raporlarının netleşmesi, şirketin sanayi kimliğine bir de maden cevheri hikayesi ekleyebilir.",Risk ve Haber Analizi,eregl
"[EREGL] 683,5 milyon para girişi var 461.9 milyon para çıkışı var Benim anlamadığım yeşil kapatmıyor kırmızı niye kapatıyor hisseye para girişi var yine kırmızı yakıyor",Genel Bilgi/Durum,eregl
[EREGL] Ereğli den bişey olmaz sattım kurtuldum Bnk lardan zararım çıktı bankalar devammmm Ytd,Alım-Satım Niyeti,eregl
[EREGL] Dayı öteki hisseler çıktı da Ereğli çıkmadı ki hep yerinde sayıyor,Genel Bilgi/Durum,eregl
[EREGL] hisse subat 2020 de 3.70 iken Bile dolar bazinda 20.34 lira ediyor. 5.5 sene geçmiş bu sürede hersey enflasyondan en az 15 kat olmus hisse 23 liralarda. böyle soygun varmi ya.,Genel Bilgi/Durum,eregl
[BIST100] Enflasyon muhasebesi bu yıl olmayacak. Genel etkisi olur.,Risk ve Haber Analizi,eregl
[EREGL] 3 yildir milletti iyi yoldular batırdılar,Genel Bilgi/Durum,eregl
[BIST100] Bir de merak ettim borsada nasıl para kazanılıyor hisse 3 senedir aynı fiyatta olduğu için bir şey kazanamadık,Genel Bilgi/Durum,eregl
[EREGL] Bu hisse 5 sene önce nekadardı. En düşük yeri. ?,Genel Bilgi/Durum,eregl
[EREGL] Her zaman uyuyan devler uyandığında kazançları iyi olur zamanında girib çıkmak lazım kanımca,Piyasa Trend/Tahmin,eregl
"[EREGL] 2020 lerde 5.94 du ya şuan 23 liralarda 4 kat olmamış,bu 5 senede enflasyonda her şey 10,15,20 kat bile oldu",Genel Bilgi/Durum,eregl
[EREGL] 5 sene evvel 2020 lerde enfazka 5.94 gördü birader 27 yi nerden atiyorsun... thyo dünya kazandırmış bu enflasyon dan erimiş gitmiş.,Genel Bilgi/Durum,eregl
[EREGL] Türkiyede ham çelik üretimi kasım da %10 artmış çelik sektöründe toparlanma bekleniyor haberler gayet güzel geliyor,Risk ve Haber Analizi,eregl
"[EREGL] Şöyle 7-8 taban hareketi yap, dipten alım fırsatı ver... İnşallah ilk kez alıp satmıştım, şimdi daha dipten almak istiyorum.",Alım-Satım Niyeti,eregl
[EREGL] yeni yıla kırmızı mumla girmese çatlardı.,Genel Bilgi/Durum,eregl
"[EREGL] 1 subat 2023 fe bundan daha yüksekmiş,en yuksek gördüğünde 32 küsürler ,bu hisse bitmişde okeye dönüyor",Genel Bilgi/Durum,eregl
[BIST100] cuma demek ki düşüş olacakki 12209.5 yi bugün tamamlamadı viop 30.bi haber gelse solugu bist 30 11700 de bulabiliriz.,Piyasa Trend/Tahmin,eregl
"[EREGL] seneye nasil girersen oyle gider derler, eyvah eyvah, kirmizi kapadi :))))",Piyasa Trend/Tahmin,eregl
[BIST100] kapanışı bofa bakalım 12161 a bist 30 da değdirebilecek mi bakalım:),Hedef Fiyat Sorgulama,eregl
"[BIST100] dün dedim viop 30 12209,5 ye değmeli dedim yaklaştı bak",Hedef Fiyat Sorgulama,eregl
[EREGL] bence bu sene bundan bi cacik olmaz :))) YTD,Piyasa Trend/Tahmin,eregl
[BIST100] Bizim borsadan bir cacık çıkmaz da tutulduk bir kere,Genel Bilgi/Durum,eregl
[EREGL] Bu ne lanet hisse ya sanki satmamızı bekliyor zararı yarıya indirsem yüzüne bakmıyacağım,Genel Bilgi/Durum,eregl
[BIST100] seans sonu bist 30 12160 a gidebilir dikkat y.t.d.,Hedef Fiyat Sorgulama,eregl
[EREGL] Geldik yine 24 e takıldık kaldık,Genel Bilgi/Durum,eregl
[EREGL] eksi geliyor..çok sürmez,Piyasa Trend/Tahmin,eregl
"[BIST100] Sabahtan beri Bofa yı takip ediyorum, alıma geçtiği zaman yeşil yüzdesi artıyor, satışa geçtiği zaman düşüyor. Tüm borsamızda durum bu.",Risk ve Haber Analizi,eregl
[EREGL] Ben sabah demiştim kırmızı Yakar diye,Piyasa Trend/Tahmin,eregl
"[EREGL] oyak hissen yerlerde sürünüyor, gerçi geçenlerde şişe alıp tavan yaptıran oyak bu ereğlii si paapas olmuşken",Genel Bilgi/Durum,eregl
[BIST100] Citiii herşey onun başının altından çıkıyor zaten borsanın yükselmesini istemiyor anladığım kadsrı ile benim,Risk ve Haber Analizi,eregl
[EREGL] Dayı bu şirketin patronu kim herkes hisse ucuz diyor Bir de altın madeninden bahsediyorlar,Genel Bilgi/Durum,eregl
[EREGL] şirketin patronu oyak,Genel Bilgi/Durum,eregl
[BIST100] sonercim aşagıda bist 30 12160 var salarsa oraya gider gibi dikkat,Hedef Fiyat Sorgulama,eregl
[BIST100] bist 30 5 dk lık yeşilmum 12320 üstü olursa bir tane yola devam yoksa salar gibi y.t.d.,Piyasa Trend/Tahmin,eregl
"[EREGL] olayi benmi anlamiyorum arkadaslar, benim aldigim lotlardan dolayi koydugum para ereglinin cebine girmiyor demi ?",Genel Bilgi/Durum,eregl
[EREGL] Bizim cebimize hiçbir şey girmiyor,Genel Bilgi/Durum,eregl
[BIST100] balon hisseleri yükseltirken de aynı taktik var. a b ye atıyor b a ya satıyor... sonra tepeden ky ye çakıyorlar,Risk ve Haber Analizi,eregl
[BIST100] Sen bir senedir topladığın parayı nerelerde kullandım ben çok merak ediyorum ya mala Bağlasan üçe beşe katlıyor hiçbir iş yapmasa faize bağlasa gene kar vermesi lazım,Genel Bilgi/Durum,eregl
[EREGL] 42 cente kadar verecekleri tahtada 56 centten alıcı arıyorlar..,Piyasa Trend/Tahmin,eregl
[EREGL] 72 cent ile başladığı yılı 56 cent ile kapatıyor..nominalde en az değer kazanan dolar bile eregl karşısında % 22 prim yaptı..,Piyasa Trend/Tahmin,eregl
[BIST100] bugün aga kafayı takmış endeksi iyi bitirecek gibi azcık da bize yansır olmaz mı?,Piyasa Trend/Tahmin,eregl
[EREGL] Yalan oldu birazdan kırmızı yakar,Piyasa Trend/Tahmin,eregl
[BIST100] bist 30 12318 demiştim iki gün önce gerçekleşti.viop 30 şubat vade 12980 i var belki zorlayabilir,Hedef Fiyat Sorgulama,eregl
[BIST100] adamlar bugün bist 30 12400 e çekecek belki biz yine kazanmayacaz .adam diyoki bak borsa yükseliyo sende kabiliyet yok imajı vermeye çalışıyor,Piyasa Trend/Tahmin,eregl
"[EREGL] Bir kaç fon yöneticisi ve aracı kurum adamını dinledim, Ereğli çok ağır Kardemird den yana kulllanıyoruz diyorlardı",Risk ve Haber Analizi,eregl
[EREGL] En çok merak ettiğim konu bu kadar yatırımcıdan aldığı parayı ne yapıyor,Genel Bilgi/Durum,eregl
[EREGL] Önümüzdeki 2 yıl her ay kısmı alim yaparım 24-50 bandından toplu asla almam,Alım-Satım Niyeti,eregl
[EREGL] kısım kısım satıyorum.Bu kadar sabır yeter.,Alım-Satım Niyeti,eregl
[EREGL] ben de 5 yıldır bekliyordum ama yeter,Genel Bilgi/Durum,eregl
[EREGL] Ne güzel ne çıkıyor Ne iniyor en güvenli liman paranı yatır 3 sene sonra gene aynı para,Genel Bilgi/Durum,eregl
"[EREGL] 24,38 e değermiyiz bugün usta?:)",Hedef Fiyat Sorgulama,eregl
[EREGL] 1 aydır altın bulmuyor hadi altın bul ve düs biraz daha,Piyasa Trend/Tahmin,eregl
[EREGL] Vay arkadaş uzun zaman sonra ilk kez bist 30 dan pozitif ayrıştı. Yarın kar satışları gelir :),Piyasa Trend/Tahmin,eregl
[EREGL] Hisse bundan sonra long avımı şort avımı yakalayacak ama şu bir kesin long patladı zaten aylardır tepki yoktu bundan sonra yönü viop cular çizecek,Piyasa Trend/Tahmin,eregl
[EREGL] muhtemelen bugün sabah viop ta şortları kapattılar ki sabah ilk açılış 23:3 göstermişlerdir bence bundan sonra aman aman düşüş zor gibi artmaz ama düşmez de,Piyasa Trend/Tahmin,eregl
[BIST100] viop 30 12209.5 e gelmeli y.t.d.,Hedef Fiyat Sorgulama,eregl
"[EREGL] 24 bile olamıyor olaya bak endeks artı 0,30 ken eregli 23,96 idi endeks artı 1 oldu eregli 23,94 mecali yok tahtacının kıcağa gelmiş",Genel Bilgi/Durum,eregl
[EREGL] düşûş vakti geldi..düğmeye bastılar..az sonra hallederler,Piyasa Trend/Tahmin,eregl
[EREGL] Bu hurda da bir iki kurum var hisseyi istediği gibi baskılıyorlar dur hoppo ne yapıyorsun diyen yok çünkü sahipsiz hisse kardeş,Genel Bilgi/Durum,eregl
[EREGL] endeksin altında kalır..malll,Piyasa Trend/Tahmin,eregl
[BIST100] Viopta sıfırladım babacım!!!,Genel Bilgi/Durum,eregl
[EREGL] 5 yil boyunca kirasi ile eregli alsam yine ayni sayida eregli lotum olurdu :)))),Genel Bilgi/Durum,eregl
[EREGL] en yakın ilkhedefi 24.38 y.t.d.;),Hedef Fiyat Sorgulama,eregl
"[EREGL] 2 ay sabrettim, 23.50 hergun alis verdim, bugun vazgectim 23.50 altini gormus, demekki alim/satim emrini onceden vermeyeceksin :)))",Alım-Satım Niyeti,eregl
"[EREGL] he 5 yil oldu, her yil du bakem, oldu olacak, bisi olmuyo iste, onu diyom ? anlamiyor sen ? :))",Genel Bilgi/Durum,eregl
[BIST100] noel baba rallisi başladı:),Piyasa Trend/Tahmin,eregl
"[EREGL] bugun umutluydum 22.70 olacak diye, yine olmayacak. neyse 2026 bitmeden olur heralde ?! :)))",Hedef Fiyat Sorgulama,eregl
"[EREGL] varantcılar basıyor veya fonlar, baraj ördüler yürümesin diye",Risk ve Haber Analizi,eregl
"[EREGL] Ereğli yi 1 yıldır takip ediyorum, düzenli para girişi olan bir hisse, ama ne yazik ki hisse performansı Bist 30 içinde en kötülerinden. Son dönemde City nin takas arttırımını görünce geçen hafta hisseye girdim ama girer girmez % 3 zarar.",Genel Bilgi/Durum,eregl
"[EREGL] bir kurum 24 e 10 milyon hisse koydu , ayıp yaaa",Genel Bilgi/Durum,eregl
[EREGL] birazdan görürüz 24 görünsün,Piyasa Trend/Tahmin,eregl
[EREGL] geri alım yapılmış olabilir akşam kap atarsa belli olur,Risk ve Haber Analizi,eregl
[EREGL] bu ökküzz tavan yapcek diyorlar :)),Piyasa Trend/Tahmin,eregl
[EREGL] Hisseye para girişi var yerinden kıpırdamıyor,Genel Bilgi/Durum,eregl
[EREGL] 24 gorulmus,Genel Bilgi/Durum,eregl
[EREGL] Artı 1 oldu açıkcılar açıklarını mı kapatıyor bir saniyede 20 kademe attı,Genel Bilgi/Durum,eregl
[EREGL] YATIRIM FINANS 14 milyon aldı 5 dk da,Genel Bilgi/Durum,eregl
[EREGL] Yatırım finans tahtaya geldi ise daha düşmez toparlar,Piyasa Trend/Tahmin,eregl
[EREGL] Agam eğleniyor lütuf yaptı yeşil yaptı Ne yapalım şükretmemizi mi istiyor acaba,Genel Bilgi/Durum,eregl
[EREGL] Pegasus da iyi düştü 192 yıl sonu indirimi,Genel Bilgi/Durum,eregl
[BIST100] onuda iyi germişler.230 u var y.t.d.endeks bir manyak olmuş.anormal.ya savaşa girecez para pula lazım olmayacak ya başka birşey hiç normal değil y.t.d.:),Piyasa Trend/Tahmin,eregl
[EREGL] Onu kıvama getirdiler 29.22 den çaktılar ben onu düşürmek için sırf şohrt kıvamına getirmek çıkardıklarını tahmin etmiştim citiiii ereğliye de aynı tarifeyi uyguladılar 32.70 oradan 23.50,Risk ve Haber Analizi,eregl
[EREGL] o 22.70 buraya gelecek !! gelmezde de keyfi bilir !? :)))),Hedef Fiyat Sorgulama,eregl
"[EREGL] agam milyon defa yazmisimdir, 2022 4. ceyrek bilancosunu gordum ya, zaten borsaya zerre inancim yok, o bilancodan sonra borsada olmaz diye bir sey yok !!!",Genel Bilgi/Durum,eregl
[BIST100] bist 30 da 15 dk da 8 aralık 15 dk daki kırmızı mum 12045 ye makine tamamlamaya çalışıyor .yapsın rahatlar 12050 den döndük az daha var ama her zaman yapmamıştır tarihte bunu. ytd,Hedef Fiyat Sorgulama,eregl
[EREGL] Şubat ayından sonra çıkarsa çıkar bu lafıma dikkate alın ısrar etme bu da sana Kıyam olsun,Piyasa Trend/Tahmin,eregl
[EREGL] Ya kardeşim bizim aklımıza dalga geçiyorlar Biz nelerden bahsediyoruz Hadi bırak 2-3 seneyi şu anda Bir senede%4.10 düşük fiyatta ... bu soygun değil de ne,Genel Bilgi/Durum,eregl
[EREGL] 3 seanstır son 15 dk ve karanlıktaki satışlardan kim hisseyi baskıladığı o kadar aleni ki… Kimin baskı yaptığı fiyat oluşumunda manüplatif hareket yaptığı o kadar belli ki,Risk ve Haber Analizi,eregl
[EREGL] bilinçli satışlarla baskı yapıyorlar resmen spk uyuyor. ne zamana kadar baskı ile tutacaksın bu kağıdı eşkıyaa,Risk ve Haber Analizi,eregl
[EREGL] 3 senedir elimize vermiş Hala burada teknikten falan konuşuyorlar hurda demir kadar ederi yok çöp olmuş hala falan filan konuşuyorlar,Genel Bilgi/Durum,eregl
[EREGL] aynen öyle kardeş. bende onu söylüyorum burda. herkez manipülasyon peşinde yok dipmiş yok tepeden almışım ... bu hisse 100 tl de olsa bu lafımın hala arkasında olurum.,Genel Bilgi/Durum,eregl
[EREGL] çöp poşeti bile %150 den fazla değerlendi bu süre zardın da :))) biz neden bahsediyoruz...,Genel Bilgi/Durum,eregl
[EREGL] Alçalan tepelerin boyu kısalıyor ama hala alçalmaya devam ediyor,Genel Bilgi/Durum,eregl
[EREGL] ne güzel düşürüyolar verilen en ufak tepki satış fırsatıymış gibi hemen basıyor tahtacı.yarın yokmuş gibi.herkese bol kazançlar tabi kazanabilirsek.ytd,Piyasa Trend/Tahmin,eregl
[EREGL] Düşük diye nerden alırsan al dahada düşüyorrr,Piyasa Trend/Tahmin,eregl
[EREGL] Dipsiz kuyu gibi hergün düşüyorr,Genel Bilgi/Durum,eregl
[EREGL] Çöp çöp hurda demir bundan daha değerli bundan daha iyi prim yapıyor,Genel Bilgi/Durum,eregl
[BIST100] yılbaşı gelir yatırımcı öperler bayram gelir öperler kötü haber gelir yine öperler iyi haber de zaten öpüyorlar borsa kel geldikten sonra bitti,Risk ve Haber Analizi,eregl
[EREGL] 3 senedir aynı yerde Babalar büyükler nasıl batmıyor acaba.Biz elimizdeki azıcık para ile battık bunla enflasyon bazında,Genel Bilgi/Durum,eregl
"[EREGL] bir ismi bir ağırlığı vardı, endeks kağıdı olarak bilirdik, itibarını sıfırlardı artık. benim gibi içeride kalanlar tez zamanda kurtulur inşallah. YTD",Genel Bilgi/Durum,eregl
[EREGL] Toplu girmeyin batarsınız aman,Risk ve Haber Analizi,eregl
[EREGL] Anıden hava düzeldi işte düşüş bitti ayakları kademeler kalkacak bir bakmışsın kucağına bırakmışlar,Piyasa Trend/Tahmin,eregl
[EREGL] Şimdi sıra gel gel ler başlayacak kanmayın aynı balık tutar gibi,Piyasa Trend/Tahmin,eregl
[EREGL] +0.17 ile mi gel gel yapıyorlar Gel gel bile yok direk yoğun bakım.ünitesi var yoğun bakıma girdi hasta enaz 6 ay çıkamaz diyorlar yoğun bakımdan...,Genel Bilgi/Durum,eregl
[BIST100] bu filmi yıllardır oynatıyoruz..ekonomi çökünce faizleri çok hızlı indirecekler bu sefer de döviz patlayacak.. seçimlerden önce bir devaülasyon ve sonra tekrar borsa devri başlayacak..,Piyasa Trend/Tahmin,eregl
[EREGL] 42 cent üstü yatırım için pahalıdır..,Hedef Fiyat Sorgulama,eregl
[ALTIN] altin ve gumus ten bahsediyor bazi arkadaslar. finans sektorunden para kazanacaksak bircok seyi takip etmeniz gerekiyor. 2023 ten itibaren birkac defa gumuste altina oranla daha yuksek kazanc bekleyen uzmanlarin oldugunu yazmistim.,Risk ve Haber Analizi,eregl
[EREGL] Salı seansını takip et tako anlayacaksın belki bişiler seans sonunda tekrar görüselim : ),Piyasa Trend/Tahmin,eregl
[BIST100] şubat vade viop 30 da 25 aralıktaki saat 17 00 deki yeşil mum 12980 görülmeli y.t.d.,Hedef Fiyat Sorgulama,eregl
"[BIST100] bist 30 12318 olması gerekli öngörüm yine ichi moku indikatörüyle 5dk lık grafikte 25 aralık saat 17:25 te kırmızı bulutun altındaki 2 ortalamayada değmemiş yeşil mumu, tekrar bulutun üzerine çıkarak görmesi lazım. y.t.d.",Hedef Fiyat Sorgulama,eregl
[BIST100] günlük grafikte bist 30 da bugünkü kırmızı mum uzun vadeciler için iyi olmadı .ichi moku da günlük grafikte her ortalamaya değen kırmızı mum bulutun altına dalacam demiş tarihte isterseniz sizde açıp bakın . ytd,Piyasa Trend/Tahmin,eregl
[EREGL] Bir yılda %-3.5 tebrikler,Genel Bilgi/Durum,eregl
[GUMUS] Gümüş %180 altın %145 yapmış bir yılda buda geçen seneki fiyatının bile altına indi,Genel Bilgi/Durum,eregl
[EREGL] 15 TL DEN ALIRIM,Alım-Satım Niyeti,eregl
[EREGL] Bu gidişle alırsın. Kızacak bir şey yok. Her gün düşüyor.,Piyasa Trend/Tahmin,eregl
[BIST100] Yol sonu rallisi yapıyor. Çok bilen analistler endeks yıl sonu 13500 diyordu.,Piyasa Trend/Tahmin,eregl
"[EREGL] siz tapmaya devam edin, bunlar da dalga geçer gibi tabana 40 m hisse alım koyarlar, spk da izler sizin benim izlediğim gibi",Risk ve Haber Analizi,eregl
[EREGL] herkez görüyor çaktıklarını :)),Genel Bilgi/Durum,eregl
[BIST100] valla helal olsun adama.bist 30 12318 i var viop 12420 si var adam burda bekletiyor:))).12110 ortalamaya değdik ortam rahatladı ama adam para vermiyecek 2 hafta bekletir. ytd,Piyasa Trend/Tahmin,eregl
"[EREGL] :) Tahtacınin bı batan geminin malları bunlar, Kapatıyoruz yüzde 80 indirimli fiyat , diye cığırtmadiğı kaldı koş vatandaş koş kapatıyoruz :)",Genel Bilgi/Durum,eregl
[EREGL] önemli olan zamanında para kazanmaktı.kazandırtmadı bro.10 sen sonra 50 olsa ne olur.adam hissenin ayarlarıyla oynadı:),Genel Bilgi/Durum,eregl
[EREGL] Merhaba Düşüşün devamını görüntülüyoruz :) Short uygundur. YTD :),Alım-Satım Niyeti,eregl
[BIST100] cekirge sicramalari sonuna gelmis gibi ?,Piyasa Trend/Tahmin,eregl
"[EREGL] tahtacıları korkuttular, tahtacılar da her gün düşürerek öçlerini alıyorlar",Genel Bilgi/Durum,eregl
